SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,TransactionNumber
391,17,39116,201,10,0,0,W4EPDOHGU9PO0DSTXX72
392,10,33185,332,9,0,0,WPCP4X054DMHGXVE9W19
393,10,25252,226,7,0,0,22P5OGTTK0OVEZE2Z9RH
394,23,37277,222,10,0,0,QW26KGWEO06SBTNMKFG7
395,19,15668,302,4,0.1,0,KDYM1XGCANAR1C5NY40W
396,23,27302,314,7,0,0,WZH225RFETA9Z6J3JIIG
397,2,78534,171,20,0,0,DDW1AHHZMBGAWODHKZRP
398,11,55857,98,15,0,0,VUZI15MJELHGDIML1SO9
399,16,64956,273,17,0,0,SHTZ2I5MZJRQ4IJWI8BV
400,21,53079,9,14,0,0,8PYTJ5RVJ63GG3C6IYNH
401,14,83382,111,22,0,0,F1QQ903PIJCE1KSU5JCE
402,5,49888,205,13,0,0,FCO9NE6QZ9NEITN8395N
403,10,89029,60,23,0.1,0,1NQ2FJKBDEB26ZP1GLLW
404,16,43571,264,12,0,0,I9O0IR4M296QLDPX78VM
405,23,79715,250,21,0.1,0,MUCBBTY7MOKR6JD22WSF
406,7,1995,290,1,0,0,B45CLMZ48CPAKVECO7X5
407,15,39434,12,10,0,0,FLLYEUCV5B36PAP6YQ7Z
408,18,181,378,1,0,0,EBVHMNYPDPUAAWJJD6SM
409,11,77611,367,20,0,0,31L3UKP5PGQ5C19QHS6E
410,7,89116,371,23,0,0,RL9WFE6NLJFCUAAAER29
411,18,86623,13,22,0,0,N934XUASWEL82BFB7F5I
412,20,23334,383,6,0,0,4WBSHQZG3034L4C5RHJW
413,7,76277,221,20,0,0,P5T4RZUY6CWQ2ICSBF4A
414,9,93820,159,24,0,0,SEH3H726FXMMNFRHOQR4
415,18,35835,337,10,0,0,WO6EILZDF1FLIWQB19SS
416,16,71212,351,19,0,0,QFA3F3LANPC6UVQBPYL2
417,10,37557,162,10,0,0,ZV614I06NGZCQ68WA3HE
418,8,67633,101,18,0,0,SC2EO100BB6PZQJ42ALK
419,5,98372,78,25,0,0,Z8DU3PHEEV3OP7J3NGH0
420,3,24826,199,7,0,0,B5SMQFPR8SWUYT4OJKBJ
421,17,98700,198,25,0,0,XF21AJ00EU3KYO2K7CAR
422,19,60487,143,16,0.1,0,626TQEEF3W6GJEPQLGVP
423,23,9944,347,3,0,0,TYTA0414B71RYQDW7J5L
424,10,12420,90,4,0,0,BXX3F9CUMWE2VD4DJQ9D
425,5,71738,8,19,0,0,RP5PLNCUEXQ36I0V7LVO
426,4,900,134,1,0,0,PBMP2D8IOTV8AJ8SDTL0
427,2,60282,410,16,0,0,8YOYPU3HB4EO12DI0I93
428,5,23063,354,6,0,0,P3UVVYR3TR9O9HCYQDI4
429,22,33349,206,9,0,0,COHJ9HU9DBCWPIVT3TWC
430,17,12082,102,4,0,0,ID40SK1K94RZADFCCMHW
431,17,5396,35,2,0,0,FFXRKZH4NKMSMUBDIHWT
432,12,5137,168,2,0.1,0,36LXE4GGR6EFJ2X787LK
433,18,51042,60,13,0,0,MK46NJ3ZT5K34B9CU5U1
434,12,20658,339,6,0,0,VD7D3RD5A9B9AHMGRQLC
435,6,90845,423,23,0,0,X0UBFQOVE2QJRQ7WTKRQ
436,19,64774,199,17,0,0,JW8UUUNV3E8P6XCD1N0O
437,8,41816,253,11,0,0,V6KQIQEKX6ULNE4LHKW1
438,10,69311,288,18,0,0,BNITKSUIRWQ1KNPO4B48
439,11,28566,235,8,0,0,58E3JJ8SJ24N9JJ2WXXK
440,11,91874,53,24,0,0,593K3QEXD9STO6E3Q19M
441,2,13833,346,4,0,0,8TLDA45L7D6N9ZZBJFST
442,20,30333,238,8,0,0,5TCUKD4Y5WOXBXFH6SM9
443,21,27688,405,8,0,0,5VL5F6FS6LHTV209JPQ1
444,8,83977,298,22,0.2,0,1HIQY1JTDN5KJ0YQO56P
445,18,3425,191,1,0,0,ZA74GVF8M3W7P4D3FH5W
446,20,15782,270,4,0.1,0,TYB9B21IUJJCG27AMH54
447,3,55668,112,15,0,0,RJ9CUWLN9O1S76BVU4TD
448,2,30192,67,8,0.2,0,RJCV916SSZZRC1F2XH5G
449,5,1442,337,1,0.2,0,LVIJ8WVFRDCQVZZWGKUE
450,4,43216,403,11,0,0,GO11U4WSXMNXU6OUC05A
451,14,88505,153,23,0,0,0LN0G2F5GWB1146GIDRY
452,18,10902,70,3,0.1,0,UQOT1TB24JP4GF2E0D2H
453,6,56244,21,15,0.2,0,GQCVT2HDUNDBQ6VY7F83
454,14,40131,74,11,0,0,CCMXKO32HZPHZE0CX8RU
455,5,53139,264,14,0,0,AWBSQ97GSYTDJ3DQY9ED
456,18,22896,421,6,0,0,CNOURRUL97H8D2GA4TEW
457,5,39944,310,11,0,0,P1V3FANMYYDHEX8NXYID
458,1,76609,422,20,0,0,IRC551XFTFZGPNMSRBG7
459,12,70593,256,18,0,0,A84RZ47M7VVJQ69JY99P
460,19,78816,117,20,0,0,5JD0OALV6N15V7I8D6WP
461,5,40472,332,11,0,0,MK3XZHC8S16HS5PQQBUM
462,11,16372,110,5,0,0,08TDUYRBK3D0DIY92PS8
463,20,65592,172,17,0,0,DLUO32SHNU131MCAK4IL
464,17,65530,266,17,0,0,8YTHENQHNM2D4MMYPRWY
465,14,83721,336,22,0,0,X9BWCWMZIL9NO5M16PE2
466,7,81487,297,21,0,0,Z8ZQWZPBUCMM4BPIK1R3
467,2,71051,324,18,0,0,50SQGH0XI1HWSX0C6FWX
468,18,55619,334,15,0,0,N8N0JTXIMNNYIU760GIP
469,3,2975,189,1,0,0,CA5PBDO5DMV6THS5PWN2
470,23,69820,138,18,0,0,VEUY93S56ZD8ABXIA8G8
471,9,29397,98,8,0.1,0,81SRPCF1AJUMYGWAR1AV
472,23,67006,326,17,0,0,7NHXI5VNEO7T1ND26KQD
473,20,39068,318,10,0.2,0,VFJMCV07J66DC1EAT66J
474,18,6499,25,2,0,0,WVNSWTJ7KHJHWB7YB6AU
475,2,10993,305,3,0.2,0,UH1GOLZRCDKTPYJVTF2H
476,21,68367,412,18,0,0,ZPMVGQ6CI0WPY2EMB77K
477,22,32799,190,9,0,0,73YO7CO2IQ8CGVREL8US
478,16,24727,50,7,0,0,UDO4QW48H7UXJRMO78DH
479,15,8996,352,3,0.1,0,Z9NCI6M8QZCR1DPAJGFJ
480,8,55956,190,15,0.2,0,1JDFX35QE0HB4U30R8PH
481,1,43991,23,12,0.2,0,R8H5HEWDNSXXGYQ9XL3H
482,1,30091,344,8,0,0,BYVGWIMAR7P1T9AW9FP9
483,1,21621,17,6,0,0,R7JDOWDQUNM0IF9LPLWA
484,19,88893,255,23,0,0,VK7VMOFDN6D85KRC28L8
485,3,22336,402,6,0.1,0,XK31AU1AJUTYAVNBH17X
486,23,93253,417,24,0,0,6H8SDUI9MCA1IXZ4UCUE
487,6,47652,147,13,0,0,3BK9VO40L6EA7R3U8XZI
488,5,10912,438,3,0,0,XHIWRXN7MPDJA25NII6E
489,8,66279,76,17,0,0,16WRB6WALEUV16U2C3QG
490,11,67950,3,18,0,0,YH0QWOY6QFT4RVAM5GRR
491,14,24831,341,7,0,0,0BJO8VAL6EFXF2PV0EIX
492,8,63966,284,17,0,0,VY0Q9BJF6NZPWX5H2OSN
493,22,97478,32,25,0,0,J1E7CSLQ518TT4CIXZKQ
494,15,48509,118,13,0,0,ZRF7J4JEXQQ9IBXMJXIY
495,7,51402,174,14,0,0,1LRW2TTY5O7XFK9ZZSO2
496,14,96221,237,25,0,0,8BIJBTFWD12RHY5OAGBQ
497,23,63501,67,17,0,0,R1IC3RNMJ4TWCS98DRZD
498,4,60917,140,16,0,0,SN55YM4BPCCCWHAZ681R
